North American Industry Classification System (NAICS),Release,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24
Accommodation and food services  [72],2025-01-31,"15,07,510","15,16,317","15,21,103","15,24,794","15,36,627","15,46,993","15,48,073","15,43,834","15,52,459","15,55,932","15,56,982","15,60,148","15,51,199","15,47,864","15,46,580","15,45,303","15,45,225","15,49,959","15,54,696","15,60,185","15,51,346","15,52,977","15,57,507","15,58,965","15,69,499","15,62,950","15,55,223","15,59,151","15,47,057","15,56,003","15,67,694","15,71,803","15,76,121","15,75,204","15,82,154","15,87,568","15,97,765","16,04,354","16,12,686","16,21,746","16,25,421","16,28,701","16,26,367","16,23,030","16,26,677","16,26,692","16,35,271","16,39,442","16,44,431","16,53,903","16,61,368","16,60,439","16,66,490","16,68,077","16,71,789","16,72,970","16,76,250","16,79,473","16,75,651","16,79,003","16,83,129","16,77,327","16,88,321","17,00,896","17,06,183","17,09,859","17,09,609","17,09,532","17,10,516","17,10,467","17,09,535","17,18,742","17,19,331","17,23,032","15,85,356","13,93,618","14,63,879","15,66,157","16,06,804","16,21,321","16,36,767","16,47,108","16,60,040","16,63,671","16,76,465","16,79,303","16,96,463","16,79,729","16,70,779","16,86,559","16,98,680","17,15,658","17,23,041","17,41,560","17,52,117","17,60,178","17,54,462","17,67,849","17,83,274","17,81,211","17,85,088","17,88,554","17,90,015","17,95,093","17,97,770","17,91,309","17,88,188","17,79,619","17,98,734","18,02,298","18,07,571","18,08,793","18,07,879","18,03,742","18,03,766","18,05,344","18,03,850","18,07,548","18,14,742","18,15,521","18,14,082","18,20,249","18,18,006","18,26,012","18,25,915","18,25,693","18,26,034","18,26,884","18,32,043","18,39,738","18,34,382",..
Accommodation and food services  [72],2024-12-23,"15,07,510","15,16,317","15,21,103","15,24,794","15,36,627","15,46,993","15,48,073","15,43,834","15,52,459","15,55,932","15,56,982","15,60,148","15,51,199","15,47,864","15,46,580","15,45,303","15,45,225","15,49,959","15,54,696","15,60,185","15,51,346","15,52,977","15,57,507","15,58,965","15,69,499","15,62,950","15,55,223","15,59,151","15,47,057","15,56,003","15,67,694","15,71,803","15,76,121","15,75,204","15,82,154","15,87,568","15,97,765","16,04,354","16,12,686","16,21,746","16,25,421","16,28,701","16,26,367","16,23,030","16,26,677","16,26,692","16,35,271","16,39,442","16,44,431","16,53,903","16,61,368","16,60,439","16,66,490","16,68,077","16,71,789","16,72,970","16,76,250","16,79,473","16,75,651","16,79,003","16,83,129","16,77,327","16,88,321","17,00,896","17,06,183","17,09,859","17,09,609","17,09,532","17,10,516","17,10,467","17,09,535","17,18,742","17,19,331","17,23,032","15,85,356","13,93,618","14,63,879","15,66,157","16,06,804","16,21,321","16,36,767","16,47,108","16,60,040","16,63,671","16,76,465","16,79,303","16,96,463","16,79,729","16,70,779","16,86,559","16,98,680","17,15,658","17,23,041","17,41,560","17,52,117","17,60,178","17,54,462","17,67,849","17,83,274","17,81,211","17,85,088","17,88,554","17,90,015","17,95,093","17,97,770","17,91,309","17,88,188","17,79,619","17,98,734","18,02,298","18,07,571","18,08,793","18,07,879","18,03,742","18,03,766","18,05,344","18,03,850","18,07,548","18,14,742","18,15,521","18,13,725","18,19,823","18,17,482","18,25,017","18,25,320","18,25,166","18,26,092","18,26,657","18,31,724","18,38,773",..,..
Accommodation and food services  [72],2024-11-29,"15,07,510","15,16,317","15,21,103","15,24,794","15,36,627","15,46,993","15,48,073","15,43,834","15,52,459","15,55,932","15,56,982","15,60,148","15,51,199","15,47,864","15,46,580","15,45,303","15,45,225","15,49,959","15,54,696","15,60,185","15,51,346","15,52,977","15,57,507","15,58,965","15,69,499","15,62,950","15,55,223","15,59,151","15,47,057","15,56,003","15,67,694","15,71,803","15,76,121","15,75,204","15,82,154","15,87,568","15,97,765","16,04,354","16,12,686","16,21,746","16,25,421","16,28,701","16,26,367","16,23,030","16,26,677","16,26,692","16,35,271","16,39,442","16,44,431","16,53,903","16,61,368","16,60,439","16,66,490","16,68,077","16,71,789","16,72,970","16,76,250","16,79,473","16,75,651","16,79,003","16,83,129","16,77,327","16,88,321","17,00,896","17,06,183","17,09,859","17,09,609","17,09,532","17,10,516","17,10,467","17,09,535","17,18,742","17,19,331","17,23,032","15,85,356","13,93,618","14,63,879","15,66,157","16,06,804","16,21,321","16,36,767","16,47,108","16,60,040","16,63,671","16,76,465","16,79,303","16,96,463","16,79,729","16,70,779","16,86,559","16,98,680","17,15,658","17,23,041","17,41,560","17,52,117","17,60,178","17,54,462","17,67,849","17,83,274","17,81,211","17,85,088","17,88,554","17,90,015","17,95,093","17,97,770","17,91,309","17,88,188","17,79,619","17,98,734","18,02,298","18,07,571","18,08,793","18,07,879","18,03,742","18,03,766","18,05,344","18,03,850","18,07,548","18,14,742","18,15,521","18,13,718","18,19,816","18,17,611","18,25,134","18,25,691","18,25,584","18,26,757","18,26,298","18,27,795",..,..,..
Accommodation and food services  [72],2024-10-31,"15,07,510","15,16,317","15,21,103","15,24,794","15,36,627","15,46,993","15,48,073","15,43,834","15,52,459","15,55,932","15,56,982","15,60,148","15,51,199","15,47,864","15,46,580","15,45,303","15,45,225","15,49,959","15,54,696","15,60,185","15,51,346","15,52,977","15,57,507","15,58,965","15,69,499","15,62,950","15,55,223","15,59,151","15,47,057","15,56,003","15,67,694","15,71,803","15,76,121","15,75,204","15,82,154","15,87,568","15,97,765","16,04,354","16,12,686","16,21,746","16,25,421","16,28,701","16,26,367","16,23,030","16,26,677","16,26,692","16,35,271","16,39,442","16,44,431","16,53,903","16,61,368","16,60,439","16,66,490","16,68,077","16,71,789","16,72,970","16,76,250","16,79,473","16,75,651","16,79,003","16,83,129","16,77,327","16,88,321","17,00,896","17,06,183","17,09,859","17,09,609","17,09,532","17,10,516","17,10,467","17,09,535","17,18,742","17,21,698","17,25,137","15,88,427","13,95,030","14,65,126","15,65,803","16,06,125","16,20,117","16,35,735","16,45,428","16,58,584","16,59,874","16,67,973","16,70,048","16,88,589","16,71,161","16,58,313","16,73,332","16,84,119","17,00,448","17,05,042","17,21,591","17,30,268","17,33,248","17,33,014","17,47,118","17,62,295","17,60,095","17,64,173","17,68,161","17,69,043","17,74,982","17,78,604","17,72,313","17,70,695","17,63,427","17,78,200","17,78,434","17,81,140","17,80,156","17,81,722","17,77,289","17,77,188","17,77,795","17,75,963","17,76,804","17,84,330","17,86,141","17,86,312","17,89,725","17,88,164","17,95,208","17,96,485","17,94,935","17,96,342","17,94,850",..,..,..,..
Non-business sector industries  [T007],2025-02-28,"3,55,230","3,55,839","3,56,131","3,56,295","3,56,325","3,54,536","3,56,267","3,56,601","3,55,477","3,57,502","3,57,685","3,57,373","3,58,474","3,59,216","3,59,438","3,60,161","3,59,160","3,59,612","3,59,699","3,58,202","3,59,130","3,59,289","3,59,212","3,59,864","3,60,962","3,61,881","3,62,548","3,62,978","3,64,230","3,64,513","3,64,208","3,64,618","3,65,283","3,65,167","3,65,448","3,65,432","3,65,432","3,66,008","3,66,357","3,66,679","3,66,951","3,68,123","3,69,244","3,70,476","3,71,760","3,72,011","3,72,936","3,74,279","3,75,940","3,77,204","3,78,358","3,79,757","3,81,238","3,82,181","3,82,831","3,83,317","3,83,480","3,83,823","3,83,939","3,83,808","3,84,414","3,84,691","3,85,476","3,85,743","3,86,218","3,86,496","3,87,611","3,87,828","3,87,818","3,89,033","3,89,554","3,90,918","3,93,074","3,93,776","3,71,481","3,53,496","3,63,219","3,69,701","3,79,285","3,84,513","3,87,741","3,89,562","3,90,229","3,92,047","3,92,502","3,94,075","3,97,977","3,94,150","3,97,458","4,00,268","4,02,365","4,02,441","4,04,288","4,03,363","4,04,275","4,04,738","4,02,889","4,05,104","4,05,172","4,06,034","4,07,918","4,09,651","4,10,530","4,11,343","4,12,226","4,15,016","4,16,827","4,18,070","4,19,953","4,21,249","4,22,186","4,20,073","4,23,019","4,24,031","4,24,848","4,26,040","4,26,791","4,26,994","4,23,310","4,18,802","4,29,058","4,31,241","4,33,039","4,34,131","4,36,279","4,37,274","4,39,196","4,40,758","4,40,974","4,40,794","4,40,516","4,41,029"
Accommodation and food services  [72],2025-01-31,"3,55,230","3,55,839","3,56,131","3,56,295","3,56,325","3,54,536","3,56,267","3,56,601","3,55,477","3,57,502","3,57,685","3,57,373","3,58,474","3,59,216","3,59,438","3,60,161","3,59,160","3,59,612","3,59,699","3,58,202","3,59,130","3,59,289","3,59,212","3,59,864","3,60,962","3,61,881","3,62,548","3,62,978","3,64,230","3,64,513","3,64,208","3,64,618","3,65,283","3,65,167","3,65,448","3,65,432","3,65,432","3,66,008","3,66,357","3,66,679","3,66,951","3,68,123","3,69,244","3,70,476","3,71,760","3,72,011","3,72,936","3,74,279","3,75,940","3,77,204","3,78,358","3,79,757","3,81,238","3,82,181","3,82,831","3,83,317","3,83,480","3,83,823","3,83,939","3,83,808","3,84,414","3,84,691","3,85,476","3,85,743","3,86,218","3,86,496","3,87,611","3,87,828","3,87,818","3,89,033","3,89,554","3,90,918","3,93,074","3,93,776","3,71,481","3,53,496","3,63,219","3,69,701","3,79,285","3,84,513","3,87,741","3,89,562","3,90,229","3,92,047","3,92,502","3,94,075","3,97,977","3,94,150","3,97,458","4,00,268","4,02,365","4,02,441","4,04,288","4,03,363","4,04,275","4,04,738","4,02,889","4,05,104","4,05,172","4,06,034","4,07,918","4,09,651","4,10,530","4,11,343","4,12,226","4,15,016","4,16,827","4,18,070","4,19,953","4,21,249","4,22,186","4,20,073","4,23,019","4,24,031","4,24,848","4,26,040","4,26,791","4,26,994","4,23,310","4,18,802","4,28,612","4,30,080","4,31,347","4,32,020","4,34,054","4,35,146","4,36,615","4,37,619","4,37,795","4,37,931","4,37,734",..
Accommodation and food services  [72],2024-12-23,"3,55,230","3,55,839","3,56,131","3,56,295","3,56,325","3,54,536","3,56,267","3,56,601","3,55,477","3,57,502","3,57,685","3,57,373","3,58,474","3,59,216","3,59,438","3,60,161","3,59,160","3,59,612","3,59,699","3,58,202","3,59,130","3,59,289","3,59,212","3,59,864","3,60,962","3,61,881","3,62,548","3,62,978","3,64,230","3,64,513","3,64,208","3,64,618","3,65,283","3,65,167","3,65,448","3,65,432","3,65,432","3,66,008","3,66,357","3,66,679","3,66,951","3,68,123","3,69,244","3,70,476","3,71,760","3,72,011","3,72,936","3,74,279","3,75,940","3,77,204","3,78,358","3,79,757","3,81,238","3,82,181","3,82,831","3,83,317","3,83,480","3,83,823","3,83,939","3,83,808","3,84,414","3,84,691","3,85,476","3,85,743","3,86,218","3,86,496","3,87,611","3,87,828","3,87,818","3,89,033","3,89,554","3,90,918","3,93,074","3,93,776","3,71,481","3,53,496","3,63,219","3,69,701","3,79,285","3,84,513","3,87,741","3,89,562","3,90,229","3,92,047","3,92,502","3,94,075","3,97,977","3,94,150","3,97,458","4,00,268","4,02,365","4,02,441","4,04,288","4,03,363","4,04,275","4,04,738","4,02,889","4,05,104","4,05,172","4,06,034","4,07,918","4,09,651","4,10,530","4,11,343","4,12,226","4,15,016","4,16,827","4,18,070","4,19,953","4,21,249","4,22,186","4,20,073","4,23,019","4,24,031","4,24,848","4,26,040","4,26,791","4,26,994","4,23,310","4,18,802","4,28,648","4,30,074","4,31,322","4,31,987","4,34,042","4,35,142","4,36,580","4,37,509","4,37,821","4,37,947",..,..
Accommodation and food services  [72],2024-11-29,"3,55,230","3,55,839","3,56,131","3,56,295","3,56,325","3,54,536","3,56,267","3,56,601","3,55,477","3,57,502","3,57,685","3,57,373","3,58,474","3,59,216","3,59,438","3,60,161","3,59,160","3,59,612","3,59,699","3,58,202","3,59,130","3,59,289","3,59,212","3,59,864","3,60,962","3,61,881","3,62,548","3,62,978","3,64,230","3,64,513","3,64,208","3,64,618","3,65,283","3,65,167","3,65,448","3,65,432","3,65,432","3,66,008","3,66,357","3,66,679","3,66,951","3,68,123","3,69,244","3,70,476","3,71,760","3,72,011","3,72,936","3,74,279","3,75,940","3,77,204","3,78,358","3,79,757","3,81,238","3,82,181","3,82,831","3,83,317","3,83,480","3,83,823","3,83,939","3,83,808","3,84,414","3,84,691","3,85,476","3,85,743","3,86,218","3,86,496","3,87,611","3,87,828","3,87,818","3,89,033","3,89,554","3,90,918","3,93,074","3,93,776","3,71,481","3,53,496","3,63,219","3,69,701","3,79,285","3,84,513","3,87,741","3,89,562","3,90,229","3,92,047","3,92,502","3,94,075","3,97,977","3,94,150","3,97,458","4,00,268","4,02,365","4,02,441","4,04,288","4,03,363","4,04,275","4,04,738","4,02,889","4,05,104","4,05,172","4,06,034","4,07,918","4,09,651","4,10,530","4,11,343","4,12,226","4,15,016","4,16,827","4,18,070","4,19,953","4,21,249","4,22,186","4,20,073","4,23,019","4,24,031","4,24,848","4,26,040","4,26,791","4,26,994","4,23,310","4,18,802","4,28,644","4,30,078","4,31,325","4,31,998","4,34,054","4,35,162","4,36,606","4,37,553","4,37,753",..,..,..
Accommodation and food services  [72],2024-10-31,"3,55,230","3,55,839","3,56,131","3,56,295","3,56,325","3,54,536","3,56,267","3,56,601","3,55,477","3,57,502","3,57,685","3,57,373","3,58,474","3,59,216","3,59,438","3,60,161","3,59,160","3,59,612","3,59,699","3,58,202","3,59,130","3,59,289","3,59,212","3,59,864","3,60,962","3,61,881","3,62,548","3,62,978","3,64,230","3,64,513","3,64,208","3,64,618","3,65,283","3,65,167","3,65,448","3,65,432","3,65,432","3,66,008","3,66,357","3,66,679","3,66,951","3,68,123","3,69,244","3,70,476","3,71,760","3,72,011","3,72,936","3,74,279","3,75,940","3,77,204","3,78,358","3,79,757","3,81,238","3,82,181","3,82,831","3,83,317","3,83,480","3,83,823","3,83,939","3,83,808","3,84,414","3,84,691","3,85,476","3,85,743","3,86,218","3,86,496","3,87,611","3,87,828","3,87,818","3,89,033","3,89,554","3,90,918","3,92,858","3,93,529","3,71,110","3,53,338","3,63,095","3,69,515","3,79,178","3,84,420","3,87,795","3,89,795","3,90,697","3,92,794","3,93,744","3,95,539","3,99,720","3,95,822","3,99,453","4,02,317","4,04,489","4,04,626","4,06,410","4,05,541","4,06,452","4,06,875","4,05,153","4,07,316","4,07,082","4,07,800","4,09,702","4,11,173","4,11,876","4,12,509","4,13,206","4,15,482","4,17,174","4,18,147","4,19,757","4,20,859","4,21,509","4,19,241","4,22,278","4,22,968","4,23,614","4,24,799","4,25,473","4,25,781","4,22,471","4,17,926","4,27,301","4,28,634","4,29,757","4,30,966","4,33,030","4,34,190","4,35,339","4,36,355",..,..,..,..
Industrial production  [T010] 6,2025-02-28,"3,39,613","3,45,078","3,46,932","3,50,457","3,53,459","3,56,835","3,54,563","3,49,182","3,54,571","3,56,351","3,55,960","3,57,007","3,54,299","3,51,385","3,49,912","3,47,182","3,46,567","3,47,877","3,50,211","3,55,074","3,48,146","3,48,141","3,48,906","3,49,193","3,53,006","3,49,099","3,45,546","3,46,825","3,36,722","3,45,252","3,51,103","3,53,528","3,53,909","3,51,653","3,55,079","3,58,327","3,60,661","3,59,808","3,61,961","3,63,438","3,67,372","3,66,300","3,66,577","3,61,327","3,62,092","3,59,441","3,63,364","3,64,655","3,66,530","3,70,894","3,77,099","3,76,336","3,74,604","3,77,494","3,79,505","3,78,372","3,78,246","3,78,787","3,76,293","3,73,400","3,72,179","3,71,757","3,76,323","3,82,786","3,83,893","3,80,538","3,74,887","3,74,923","3,74,872","3,74,248","3,72,038","3,72,860","3,70,281","3,75,173","3,50,192","2,96,702","3,16,291","3,34,960","3,47,326","3,49,535","3,52,727","3,55,071","3,60,955","3,64,795","3,68,936","3,64,068","3,65,861","3,58,602","3,58,953","3,65,196","3,66,408","3,68,206","3,67,106","3,73,374","3,69,956","3,72,882","3,76,508","3,78,578","3,80,753","3,82,065","3,81,383","3,84,079","3,83,651","3,83,513","3,85,632","3,79,837","3,79,181","3,73,592","3,78,547","3,81,469","3,82,656","3,82,299","3,78,594","3,78,975","3,79,316","3,79,958","3,78,762","3,79,682","3,83,185","3,82,569","3,78,024","3,80,610","3,79,379","3,82,541","3,83,535","3,82,725","3,81,485","3,80,611","3,78,890","3,83,036","3,78,800","3,80,349"
Accommodation and food services  [72],2025-01-31,"3,39,613","3,45,078","3,46,932","3,50,457","3,53,459","3,56,835","3,54,563","3,49,182","3,54,571","3,56,351","3,55,960","3,57,007","3,54,299","3,51,385","3,49,912","3,47,182","3,46,567","3,47,877","3,50,211","3,55,074","3,48,146","3,48,141","3,48,906","3,49,193","3,53,006","3,49,099","3,45,546","3,46,825","3,36,722","3,45,252","3,51,103","3,53,528","3,53,909","3,51,653","3,55,079","3,58,327","3,60,661","3,59,808","3,61,961","3,63,438","3,67,372","3,66,300","3,66,577","3,61,327","3,62,092","3,59,441","3,63,364","3,64,655","3,66,530","3,70,894","3,77,099","3,76,336","3,74,604","3,77,494","3,79,505","3,78,372","3,78,246","3,78,787","3,76,293","3,73,400","3,72,179","3,71,757","3,76,323","3,82,786","3,83,893","3,80,538","3,74,887","3,74,923","3,74,872","3,74,248","3,72,038","3,72,860","3,70,281","3,75,173","3,50,192","2,96,702","3,16,291","3,34,960","3,47,326","3,49,535","3,52,727","3,55,071","3,60,955","3,64,795","3,68,936","3,64,068","3,65,861","3,58,602","3,58,953","3,65,196","3,66,408","3,68,206","3,67,106","3,73,374","3,69,956","3,72,882","3,76,508","3,78,578","3,80,753","3,82,065","3,81,383","3,84,079","3,83,651","3,83,513","3,85,632","3,79,837","3,79,181","3,73,592","3,78,547","3,81,469","3,82,656","3,82,299","3,78,594","3,78,975","3,79,316","3,79,958","3,78,762","3,79,682","3,83,185","3,82,569","3,78,129","3,80,555","3,79,197","3,82,307","3,83,391","3,82,470","3,81,430","3,80,247","3,78,690","3,83,144","3,78,777",..
Accommodation and food services  [72],2024-12-23,"3,39,613","3,45,078","3,46,932","3,50,457","3,53,459","3,56,835","3,54,563","3,49,182","3,54,571","3,56,351","3,55,960","3,57,007","3,54,299","3,51,385","3,49,912","3,47,182","3,46,567","3,47,877","3,50,211","3,55,074","3,48,146","3,48,141","3,48,906","3,49,193","3,53,006","3,49,099","3,45,546","3,46,825","3,36,722","3,45,252","3,51,103","3,53,528","3,53,909","3,51,653","3,55,079","3,58,327","3,60,661","3,59,808","3,61,961","3,63,438","3,67,372","3,66,300","3,66,577","3,61,327","3,62,092","3,59,441","3,63,364","3,64,655","3,66,530","3,70,894","3,77,099","3,76,336","3,74,604","3,77,494","3,79,505","3,78,372","3,78,246","3,78,787","3,76,293","3,73,400","3,72,179","3,71,757","3,76,323","3,82,786","3,83,893","3,80,538","3,74,887","3,74,923","3,74,872","3,74,248","3,72,038","3,72,860","3,70,281","3,75,173","3,50,192","2,96,702","3,16,291","3,34,960","3,47,326","3,49,535","3,52,727","3,55,071","3,60,955","3,64,795","3,68,936","3,64,068","3,65,861","3,58,602","3,58,953","3,65,196","3,66,408","3,68,206","3,67,106","3,73,374","3,69,956","3,72,882","3,76,508","3,78,578","3,80,753","3,82,065","3,81,383","3,84,079","3,83,651","3,83,513","3,85,632","3,79,837","3,79,181","3,73,592","3,78,547","3,81,469","3,82,656","3,82,299","3,78,594","3,78,975","3,79,316","3,79,958","3,78,762","3,79,682","3,83,185","3,82,569","3,78,251","3,80,500","3,79,183","3,82,229","3,83,333","3,82,668","3,81,735","3,80,288","3,78,801","3,82,994",..,..
Accommodation and food services  [72],2024-11-29,"3,39,613","3,45,078","3,46,932","3,50,457","3,53,459","3,56,835","3,54,563","3,49,182","3,54,571","3,56,351","3,55,960","3,57,007","3,54,299","3,51,385","3,49,912","3,47,182","3,46,567","3,47,877","3,50,211","3,55,074","3,48,146","3,48,141","3,48,906","3,49,193","3,53,006","3,49,099","3,45,546","3,46,825","3,36,722","3,45,252","3,51,103","3,53,528","3,53,909","3,51,653","3,55,079","3,58,327","3,60,661","3,59,808","3,61,961","3,63,438","3,67,372","3,66,300","3,66,577","3,61,327","3,62,092","3,59,441","3,63,364","3,64,655","3,66,530","3,70,894","3,77,099","3,76,336","3,74,604","3,77,494","3,79,505","3,78,372","3,78,246","3,78,787","3,76,293","3,73,400","3,72,179","3,71,757","3,76,323","3,82,786","3,83,893","3,80,538","3,74,887","3,74,923","3,74,872","3,74,248","3,72,038","3,72,860","3,70,281","3,75,173","3,50,192","2,96,702","3,16,291","3,34,960","3,47,326","3,49,535","3,52,727","3,55,071","3,60,955","3,64,795","3,68,936","3,64,068","3,65,861","3,58,602","3,58,953","3,65,196","3,66,408","3,68,206","3,67,106","3,73,374","3,69,956","3,72,882","3,76,508","3,78,578","3,80,753","3,82,065","3,81,383","3,84,079","3,83,651","3,83,513","3,85,632","3,79,837","3,79,181","3,73,592","3,78,547","3,81,469","3,82,656","3,82,299","3,78,594","3,78,975","3,79,316","3,79,958","3,78,762","3,79,682","3,83,185","3,82,569","3,78,184","3,80,497","3,79,155","3,82,113","3,83,240","3,82,565","3,82,160","3,79,952","3,77,423",..,..,..
